Id;X;Y;Z;Teneur (%)
172;426898.951;5839236.034;8764.087675;7.27922894
173;426938.951;5839236.034;8764.087675;7.40090262
174;426978.951;5839236.034;8764.087675;7.27668262
175;427018.951;5839236.034;8764.087675;7.22876212
176;427058.951;5839236.034;8764.087675;7.21420168
177;427098.951;5839236.034;8764.087675;7.20680542
178;427138.951;5839236.034;8764.087675;7.20191148
179;427178.951;5839236.034;8764.087675;7.1983032
180;427218.951;5839236.034;8764.087675;7.19548422
181;427258.951;5839236.034;8764.087675;7.19320214
182;427298.951;5839236.034;8764.087675;7.1913151
183;427338.951;5839236.034;8764.087675;7.1897358
184;427378.951;5839236.034;8764.087675;7.18840539
186;426218.951;5839276.034;8764.087675;7.18528573
187;426258.951;5839276.034;8764.087675;7.18574602
188;426298.951;5839276.034;8764.087675;7.1862661
189;426338.951;5839276.034;8764.087675;7.18687196
190;426378.951;5839276.034;8764.087675;7.18760216
191;426418.951;5839276.034;8764.087675;7.18853926
192;426458.951;5839276.034;8764.087675;7.18982859
193;426498.951;5839276.034;8764.087675;7.1914672
194;426538.951;5839276.034;8764.087675;7.19277703
195;426578.951;5839276.034;8764.087675;7.1918812
196;426618.951;5839276.034;8764.087675;7.19201508
197;426658.951;5839276.034;8764.087675;7.20592841
198;426698.951;5839276.034;8764.087675;7.22235019
199;426738.951;5839276.034;8764.087675;7.23589891
200;426778.951;5839276.034;8764.087675;7.2401009
201;426818.951;5839276.034;8764.087675;7.23394742
202;426858.951;5839276.034;8764.087675;7.23721551
203;426898.951;5839276.034;8764.087675;7.24338149
204;426938.951;5839276.034;8764.087675;7.2516367
205;426978.951;5839276.034;8764.087675;7.23684242
206;427018.951;5839276.034;8764.087675;7.22150886
207;427058.951;5839276.034;8764.087675;7.21232042
208;427098.951;5839276.034;8764.087675;7.20617235
209;427138.951;5839276.034;8764.087675;7.20170551
210;427178.951;5839276.034;8764.087675;7.19828347
211;427218.951;5839276.034;8764.087675;7.19555393
212;427258.951;5839276.034;8764.087675;7.19331321
213;427298.951;5839276.034;8764.087675;7.19143968
214;427338.951;5839276.034;8764.087675;7.18985719
215;427378.951;5839276.034;8764.087675;7.18851433
217;426218.951;5839316.034;8764.087675;7.18542416
218;426258.951;5839316.034;8764.087675;7.18580126
219;426298.951;5839316.034;8764.087675;7.18618488
220;426338.951;5839316.034;8764.087675;7.18658923
221;426378.951;5839316.034;8764.087675;7.18699301
222;426418.951;5839316.034;8764.087675;7.18745207
223;426458.951;5839316.034;8764.087675;7.18862461
224;426498.951;5839316.034;8764.087675;7.1914666
225;426538.951;5839316.034;8764.087675;7.19575198
226;426578.951;5839316.034;8764.087675;7.201505
227;426618.951;5839316.034;8764.087675;7.21068489
228;426658.951;5839316.034;8764.087675;7.22743264
229;426698.951;5839316.034;8764.087675;7.25909002
230;426738.951;5839316.034;8764.087675;7.27145561
231;426778.951;5839316.034;8764.087675;7.27497854
232;426818.951;5839316.034;8764.087675;7.26030226
233;426858.951;5839316.034;8764.087675;7.25168042
234;426898.951;5839316.034;8764.087675;7.21839289
235;426938.951;5839316.034;8764.087675;7.21571628
236;426978.951;5839316.034;8764.087675;7.21745632
237;427018.951;5839316.034;8764.087675;7.21380118
238;427058.951;5839316.034;8764.087675;7.20889633
239;427098.951;5839316.034;8764.087675;7.20447411
240;427138.951;5839316.034;8764.087675;7.200824
241;427178.951;5839316.034;8764.087675;7.19781779
242;427218.951;5839316.034;8764.087675;7.19530924
243;427258.951;5839316.034;8764.087675;7.19318936
244;427298.951;5839316.034;8764.087675;7.19138248
245;427338.951;5839316.034;8764.087675;7.18983577
246;427378.951;5839316.034;8764.087675;7.18851086
248;426218.951;5839356.034;8764.087675;7.18552691
249;426258.951;5839356.034;8764.087675;7.18567763
250;426298.951;5839356.034;8764.087675;7.18566255
251;426338.951;5839356.034;8764.087675;7.18548922
252;426378.951;5839356.034;8764.087675;7.18480807
253;426418.951;5839356.034;8764.087675;7.18227803
254;426458.951;5839356.034;8764.087675;7.17952308
255;426498.951;5839356.034;8764.087675;7.18543397
256;426538.951;5839356.034;8764.087675;7.19499345
257;426578.951;5839356.034;8764.087675;7.20626762
258;426618.951;5839356.034;8764.087675;7.22509662
259;426658.951;5839356.034;8764.087675;7.25644448
260;426698.951;5839356.034;8764.087675;7.31391373
261;426738.951;5839356.034;8764.087675;7.29617866
262;426778.951;5839356.034;8764.087675;7.28608059
263;426818.951;5839356.034;8764.087675;7.25755986
264;426858.951;5839356.034;8764.087675;7.2182857
265;426898.951;5839356.034;8764.087675;6.96988799
266;426938.951;5839356.034;8764.087675;7.16504886
267;426978.951;5839356.034;8764.087675;7.20294873
268;427018.951;5839356.034;8764.087675;7.2053015
269;427058.951;5839356.034;8764.087675;7.20419661
270;427098.951;5839356.034;8764.087675;7.20196935
271;427138.951;5839356.034;8764.087675;7.19943801
272;427178.951;5839356.034;8764.087675;7.1970051
273;427218.951;5839356.034;8764.087675;7.19480516
274;427258.951;5839356.034;8764.087675;7.1928616
275;427298.951;5839356.034;8764.087675;7.19116099
276;427338.951;5839356.034;8764.087675;7.18968125
277;427378.951;5839356.034;8764.087675;7.18840014
279;426218.951;5839396.034;8764.087675;7.18562708
280;426258.951;5839396.034;8764.087675;7.18522926
281;426298.951;5839396.034;8764.087675;7.18398136
282;426338.951;5839396.034;8764.087675;7.18210387
283;426378.951;5839396.034;8764.087675;7.17945965
284;426418.951;5839396.034;8764.087675;7.16355976
285;426458.951;5839396.034;8764.087675;7.09603364
286;426498.951;5839396.034;8764.087675;7.14887257
287;426538.951;5839396.034;8764.087675;7.18124051
288;426578.951;5839396.034;8764.087675;7.19687127
289;426618.951;5839396.034;8764.087675;7.24970963
290;426658.951;5839396.034;8764.087675;7.3594926
291;426698.951;5839396.034;8764.087675;7.45480588
292;426738.951;5839396.034;8764.087675;7.2717328
293;426778.951;5839396.034;8764.087675;7.28118453
294;426818.951;5839396.034;8764.087675;7.22369921
295;426858.951;5839396.034;8764.087675;7.19807068
296;426898.951;5839396.034;8764.087675;7.07495804
297;426938.951;5839396.034;8764.087675;7.1633967
298;426978.951;5839396.034;8764.087675;7.18384058
299;427018.951;5839396.034;8764.087675;7.19132335
300;427058.951;5839396.034;8764.087675;7.19801936
301;427098.951;5839396.034;8764.087675;7.19900294
302;427138.951;5839396.034;8764.087675;7.19779014
303;427178.951;5839396.034;8764.087675;7.19598237
304;427218.951;5839396.034;8764.087675;7.19411804
305;427258.951;5839396.034;8764.087675;7.19237417
306;427298.951;5839396.034;8764.087675;7.19080259
307;427338.951;5839396.034;8764.087675;7.18941136
308;427378.951;5839396.034;8764.087675;7.18819365
310;426218.951;5839436.034;8764.087675;7.18590015
311;426258.951;5839436.034;8764.087675;7.18435007
312;426298.951;5839436.034;8764.087675;7.17846191
313;426338.951;5839436.034;8764.087675;7.16525288
314;426378.951;5839436.034;8764.087675;7.16585187
315;426418.951;5839436.034;8764.087675;7.1442828
316;426458.951;5839436.034;8764.087675;6.77872598
317;426498.951;5839436.034;8764.087675;7.09349488
318;426538.951;5839436.034;8764.087675;7.11029395
319;426578.951;5839436.034;8764.087675;6.93415549
320;426618.951;5839436.034;8764.087675;7.31335977
321;426658.951;5839436.034;8764.087675;7.66152204
322;426698.951;5839436.034;8764.087675;8.72038935
323;426738.951;5839436.034;8764.087675;7.27329154
324;426778.951;5839436.034;8764.087675;7.23537142
325;426818.951;5839436.034;8764.087675;6.76636129
326;426858.951;5839436.034;8764.087675;7.18577944
327;426898.951;5839436.034;8764.087675;7.19178946
328;426938.951;5839436.034;8764.087675;7.17891337
329;426978.951;5839436.034;8764.087675;7.1330625
330;427018.951;5839436.034;8764.087675;7.1660331
331;427058.951;5839436.034;8764.087675;7.19158919
332;427098.951;5839436.034;8764.087675;7.19622542
333;427138.951;5839436.034;8764.087675;7.19618287
334;427178.951;5839436.034;8764.087675;7.19490029
335;427218.951;5839436.034;8764.087675;7.19332973
336;427258.951;5839436.034;8764.087675;7.19177657
337;427298.951;5839436.034;8764.087675;7.19033973
338;427338.951;5839436.034;8764.087675;7.18904846
339;427378.951;5839436.034;8764.087675;7.18790707
341;426218.951;5839476.034;8764.087675;7.18690306
342;426258.951;5839476.034;8764.087675;7.18399342
343;426298.951;5839476.034;8764.087675;7.16629122
344;426338.951;5839476.034;8764.087675;6.97492752
345;426378.951;5839476.034;8764.087675;7.1050686
346;426418.951;5839476.034;8764.087675;7.1591341
347;426458.951;5839476.034;8764.087675;7.13805056
348;426498.951;5839476.034;8764.087675;7.13949431
349;426538.951;5839476.034;8764.087675;7.10403521
350;426578.951;5839476.034;8764.087675;7.13354593
351;426618.951;5839476.034;8764.087675;7.80453289
352;426658.951;5839476.034;8764.087675;7.79925122
353;426698.951;5839476.034;8764.087675;7.36168587
354;426738.951;5839476.034;8764.087675;7.3026228
355;426778.951;5839476.034;8764.087675;7.21538792
356;426818.951;5839476.034;8764.087675;7.19332856
357;426858.951;5839476.034;8764.087675;7.19651985
358;426898.951;5839476.034;8764.087675;7.19672665
359;426938.951;5839476.034;8764.087675;7.18575313
360;426978.951;5839476.034;8764.087675;7.1607544
361;427018.951;5839476.034;8764.087675;7.17323218
362;427058.951;5839476.034;8764.087675;7.18967078
363;427098.951;5839476.034;8764.087675;7.19448124
364;427138.951;5839476.034;8764.087675;7.19488031
365;427178.951;5839476.034;8764.087675;7.19387185
366;427218.951;5839476.034;8764.087675;7.19250484
367;427258.951;5839476.034;8764.087675;7.19111269
368;427298.951;5839476.034;8764.087675;7.18980405
369;427338.951;5839476.034;8764.087675;7.18861589
370;427378.951;5839476.034;8764.087675;7.1875579
372;426218.951;5839516.034;8764.087675;7.18985824
373;426258.951;5839516.034;8764.087675;7.18707431
374;426298.951;5839516.034;8764.087675;7.17223687
375;426338.951;5839516.034;8764.087675;7.10343098
376;426378.951;5839516.034;8764.087675;7.13978634
377;426418.951;5839516.034;8764.087675;7.16136744
378;426458.951;5839516.034;8764.087675;7.1254654
379;426498.951;5839516.034;8764.087675;7.103818
380;426538.951;5839516.034;8764.087675;6.9566688
381;426578.951;5839516.034;8764.087675;7.19406015
382;426618.951;5839516.034;8764.087675;7.48415792
383;426658.951;5839516.034;8764.087675;7.4614225
384;426698.951;5839516.034;8764.087675;6.96646657
385;426738.951;5839516.034;8764.087675;7.19113835
386;426778.951;5839516.034;8764.087675;7.2357765
387;426818.951;5839516.034;8764.087675;7.36337032
388;426858.951;5839516.034;8764.087675;7.2034178
389;426898.951;5839516.034;8764.087675;7.19607064
390;426938.951;5839516.034;8764.087675;7.19234942
391;426978.951;5839516.034;8764.087675;7.18676456
392;427018.951;5839516.034;8764.087675;7.18649479
393;427058.951;5839516.034;8764.087675;7.19104136
394;427098.951;5839516.034;8764.087675;7.19376979
395;427138.951;5839516.034;8764.087675;7.19386003
396;427178.951;5839516.034;8764.087675;7.19290149
397;427218.951;5839516.034;8764.087675;7.19166909
398;427258.951;5839516.034;8764.087675;7.19041187
399;427298.951;5839516.034;8764.087675;7.18922172
400;427338.951;5839516.034;8764.087675;7.18813492
401;427378.951;5839516.034;8764.087675;7.18716289
403;426218.951;5839556.034;8764.087675;7.19769801
404;426258.951;5839556.034;8764.087675;7.19696505
405;426298.951;5839556.034;8764.087675;7.18468374
406;426338.951;5839556.034;8764.087675;7.16562872
407;426378.951;5839556.034;8764.087675;7.17491019
408;426418.951;5839556.034;8764.087675;7.16817044
409;426458.951;5839556.034;8764.087675;6.99054818
410;426498.951;5839556.034;8764.087675;6.94441288
411;426538.951;5839556.034;8764.087675;6.99339619
412;426578.951;5839556.034;8764.087675;7.11236718
413;426618.951;5839556.034;8764.087675;7.1050509
414;426658.951;5839556.034;8764.087675;7.17461687
415;426698.951;5839556.034;8764.087675;7.18552259
416;426738.951;5839556.034;8764.087675;7.21229331
417;426778.951;5839556.034;8764.087675;7.21310498
418;426818.951;5839556.034;8764.087675;7.20024843
419;426858.951;5839556.034;8764.087675;7.18896016
420;426898.951;5839556.034;8764.087675;7.1923653
421;426938.951;5839556.034;8764.087675;7.19237386
422;426978.951;5839556.034;8764.087675;7.190012
423;427018.951;5839556.034;8764.087675;7.1892466
424;427058.951;5839556.034;8764.087675;7.19120878
425;427098.951;5839556.034;8764.087675;7.19271743
426;427138.951;5839556.034;8764.087675;7.19267429
427;427178.951;5839556.034;8764.087675;7.19187914
428;427218.951;5839556.034;8764.087675;7.19081269
429;427258.951;5839556.034;8764.087675;7.18968884
430;427298.951;5839556.034;8764.087675;7.18861113
431;427338.951;5839556.034;8764.087675;7.1876228
432;427378.951;5839556.034;8764.087675;7.18673682
434;426218.951;5839596.034;8764.087675;7.22048423
435;426258.951;5839596.034;8764.087675;7.23327706
436;426298.951;5839596.034;8764.087675;7.20526076
437;426338.951;5839596.034;8764.087675;7.1568166
438;426378.951;5839596.034;8764.087675;7.15209996
439;426418.951;5839596.034;8764.087675;7.17885163
440;426458.951;5839596.034;8764.087675;7.1469983
441;426498.951;5839596.034;8764.087675;7.04411622
442;426538.951;5839596.034;8764.087675;7.01746885
443;426578.951;5839596.034;8764.087675;7.14083115
444;426618.951;5839596.034;8764.087675;7.01307831
445;426658.951;5839596.034;8764.087675;7.13476851
446;426698.951;5839596.034;8764.087675;7.21388165
447;426738.951;5839596.034;8764.087675;7.21612321
448;426778.951;5839596.034;8764.087675;7.16612159
449;426818.951;5839596.034;8764.087675;6.96575209
450;426858.951;5839596.034;8764.087675;7.15155387
451;426898.951;5839596.034;8764.087675;7.18684227
452;426938.951;5839596.034;8764.087675;7.18949805
453;426978.951;5839596.034;8764.087675;7.18595906
454;427018.951;5839596.034;8764.087675;7.18433339
455;427058.951;5839596.034;8764.087675;7.18739686
456;427098.951;5839596.034;8764.087675;7.19013006
457;427138.951;5839596.034;8764.087675;7.19102567
458;427178.951;5839596.034;8764.087675;7.19074523
459;427218.951;5839596.034;8764.087675;7.18992845
460;427258.951;5839596.034;8764.087675;7.1889505
461;427298.951;5839596.034;8764.087675;7.18798422
462;427338.951;5839596.034;8764.087675;7.18709252
463;427378.951;5839596.034;8764.087675;7.186292
465;426218.951;5839636.034;8764.087675;7.28154147
466;426258.951;5839636.034;8764.087675;7.41003468
467;426298.951;5839636.034;8764.087675;7.26790955
468;426338.951;5839636.034;8764.087675;7.2000962
469;426378.951;5839636.034;8764.087675;7.16364829
470;426418.951;5839636.034;8764.087675;6.99481577
471;426458.951;5839636.034;8764.087675;7.11256504
472;426498.951;5839636.034;8764.087675;7.18560743
473;426538.951;5839636.034;8764.087675;7.27168942
474;426578.951;5839636.034;8764.087675;7.24940348
475;426618.951;5839636.034;8764.087675;7.21418881
476;426658.951;5839636.034;8764.087675;7.18002978
477;426698.951;5839636.034;8764.087675;7.20613341
478;426738.951;5839636.034;8764.087675;7.2114552
479;426778.951;5839636.034;8764.087675;7.17235407
480;426818.951;5839636.034;8764.087675;7.07251768
481;426858.951;5839636.034;8764.087675;7.16158436
482;426898.951;5839636.034;8764.087675;7.18651726
483;426938.951;5839636.034;8764.087675;7.18734074
484;426978.951;5839636.034;8764.087675;7.18069032
485;427018.951;5839636.034;8764.087675;7.17741015
486;427058.951;5839636.034;8764.087675;7.18299075
487;427098.951;5839636.034;8764.087675;7.18750609
488;427138.951;5839636.034;8764.087675;7.18939664
489;427178.951;5839636.034;8764.087675;7.18961134
490;427218.951;5839636.034;8764.087675;7.18903639
491;427258.951;5839636.034;8764.087675;7.1882039
492;427298.951;5839636.034;8764.087675;7.18734951
493;427338.951;5839636.034;8764.087675;7.18655428
494;427378.951;5839636.034;8764.087675;7.18583867
496;426218.951;5839676.034;8764.087675;7.34380673
497;426258.951;5839676.034;8764.087675;7.54850885
498;426298.951;5839676.034;8764.087675;7.25441809
499;426338.951;5839676.034;8764.087675;6.98178018
500;426378.951;5839676.034;8764.087675;7.14477926
501;426418.951;5839676.034;8764.087675;7.14412018
502;426458.951;5839676.034;8764.087675;7.14756916
503;426498.951;5839676.034;8764.087675;7.17398496
504;426538.951;5839676.034;8764.087675;7.33399078
505;426578.951;5839676.034;8764.087675;7.30193787
506;426618.951;5839676.034;8764.087675;7.51625685
507;426658.951;5839676.034;8764.087675;7.19936911
508;426698.951;5839676.034;8764.087675;7.21016535
509;426738.951;5839676.034;8764.087675;7.21223206
510;426778.951;5839676.034;8764.087675;7.19727154
511;426818.951;5839676.034;8764.087675;7.18506522
512;426858.951;5839676.034;8764.087675;7.18693603
513;426898.951;5839676.034;8764.087675;7.18989359
514;426938.951;5839676.034;8764.087675;7.1881911
515;426978.951;5839676.034;8764.087675;7.18301201
516;427018.951;5839676.034;8764.087675;7.18030308
517;427058.951;5839676.034;8764.087675;7.18339147
518;427098.951;5839676.034;8764.087675;7.1866972
519;427138.951;5839676.034;8764.087675;7.1883381
520;427178.951;5839676.034;8764.087675;7.18861561
521;427218.951;5839676.034;8764.087675;7.18816861
522;427258.951;5839676.034;8764.087675;7.18746072
523;427298.951;5839676.034;8764.087675;7.18671653
524;427338.951;5839676.034;8764.087675;7.18601775
525;427378.951;5839676.034;8764.087675;7.18538613
527;426218.951;5839716.034;8764.087675;7.17264034
528;426258.951;5839716.034;8764.087675;7.41621685
529;426298.951;5839716.034;8764.087675;7.16398648
530;426338.951;5839716.034;8764.087675;6.86685164
531;426378.951;5839716.034;8764.087675;7.12857385
532;426418.951;5839716.034;8764.087675;7.15902098
533;426458.951;5839716.034;8764.087675;7.15762269
534;426498.951;5839716.034;8764.087675;7.18243171
535;426538.951;5839716.034;8764.087675;7.2229907
536;426578.951;5839716.034;8764.087675;7.23501515
537;426618.951;5839716.034;8764.087675;7.2331959
538;426658.951;5839716.034;8764.087675;7.22073914
539;426698.951;5839716.034;8764.087675;7.21636895
540;426738.951;5839716.034;8764.087675;7.20930453
541;426778.951;5839716.034;8764.087675;7.20115566
542;426818.951;5839716.034;8764.087675;7.19563878
543;426858.951;5839716.034;8764.087675;7.19324269
544;426898.951;5839716.034;8764.087675;7.19196562
545;426938.951;5839716.034;8764.087675;7.18997116
546;426978.951;5839716.034;8764.087675;7.18724528
547;427018.951;5839716.034;8764.087675;7.18555458
548;427058.951;5839716.034;8764.087675;7.18594622
549;427098.951;5839716.034;8764.087675;7.18707736
550;427138.951;5839716.034;8764.087675;7.18776602
551;427178.951;5839716.034;8764.087675;7.18778199
552;427218.951;5839716.034;8764.087675;7.18735227
553;427258.951;5839716.034;8764.087675;7.18673967
554;427298.951;5839716.034;8764.087675;7.18609876
555;427338.951;5839716.034;8764.087675;7.18549358
556;427378.951;5839716.034;8764.087675;7.18494331
558;426218.951;5839756.034;8764.087675;7.20297644
559;426258.951;5839756.034;8764.087675;7.18028573
560;426298.951;5839756.034;8764.087675;7.07412233
561;426338.951;5839756.034;8764.087675;6.97001469
562;426378.951;5839756.034;8764.087675;7.48043879
563;426418.951;5839756.034;8764.087675;7.21881829
564;426458.951;5839756.034;8764.087675;7.16844651
565;426498.951;5839756.034;8764.087675;7.17939361
566;426538.951;5839756.034;8764.087675;7.19540588
567;426578.951;5839756.034;8764.087675;7.20925295
568;426618.951;5839756.034;8764.087675;7.21875615
569;426658.951;5839756.034;8764.087675;7.21757966
570;426698.951;5839756.034;8764.087675;7.21045384
571;426738.951;5839756.034;8764.087675;7.20428525
572;426778.951;5839756.034;8764.087675;7.19947418
573;426818.951;5839756.034;8764.087675;7.19609358
574;426858.951;5839756.034;8764.087675;7.19392
